AKITA,1737.5
AOMORI,1483.5
CHIBA,1495.5
FUKUI,2463.5
FUKUOKA,1765.5
FUKUSHIMA,1365.5
GIFU,1719.0
HIKONE,1449.5
HIROSHIMA,1573.0
KAGOSHIMA,2834.0
KANAZAWA,2634.5
KOBE,1222.0
KOCHI,3658.5
KOFU,1190.0
KUMAGAYA,1387.5
KUMAMOTO,1694.0
KYOTO,1377.0
MAEBASHI,1395.5
MATSUE,1818.5
MATSUYAMA,1417.5
MITO,1471.0
MIYAZAKI,2731.5
MORIOKA,1280.0
NAGANO,902.0
NAGASAKI,2133.5
NAGOYA,1505.5
NAHA,2584.5
NARA,1320.5
NIIGATA,1984.0
OITA,1613.0
OKAYAMA,1142.5
OSAKA,1278.5
SAGA,2252.5
SAPPORO,1203.5
SENDAI,1416.5
SHIZUOKA,2374.0
TAKAMATSU,1228.5
TOKUSHIMA,2534.0
TOKYO,1808.0
TOTTORI,1890.0
TOYAMA,2535.0
TSU,1589.0
UTSUNOMIYA,1763.5
WAKAYAMA,1409.5
YAMAGATA,1336.5
YAMAGUCHI,1715.5
YOKOHAMA,1860.0
